loan_duration,credit_history,purpose,amount,percent_of_income,years_at_residence,age,existing_loans_count,dependents,phone,default
12,good,furniture,1331,2,1,22,1,1,no,yes
18,perfect,car,2278,3,3,28,2,1,no,yes
21,perfect,car,5003,1,4,29,2,1,yes,yes
24,very good,furniture,3552,3,4,27,1,1,no,no
18,critical,furniture,1928,2,2,31,2,1,no,yes
24,good,car,2964,4,4,49,1,2,yes,no
24,very good,furniture,1546,4,4,24,1,1,no,no
6,poor,furniture,683,2,1,29,1,1,no,no
36,good,car,12389,1,4,37,1,1,yes,yes
24,poor,business,4712,4,2,37,2,1,yes,no
24,poor,furniture,1553,3,2,23,2,1,yes,no
12,good,car,1372,2,3,36,1,1,no,no
24,critical,furniture,2578,2,2,34,1,1,no,no
48,good,furniture,3979,4,1,41,2,2,yes,no
48,good,furniture,6758,3,2,31,1,1,yes,yes
24,good,furniture,3234,4,4,23,1,1,yes,yes
30,critical,furniture,5954,3,2,38,1,1,no,no
24,good,car,5433,2,4,26,1,1,yes,no
15,good,business,806,4,4,22,1,1,no,no
9,good,furniture,1082,4,4,27,2,1,no,no
15,critical,furniture,2788,2,3,24,2,1,no,no
12,good,furniture,2930,2,1,27,1,1,no,no
24,critical,education,1927,3,2,33,2,1,yes,no
36,critical,car,2820,4,4,27,2,1,no,yes
24,good,education,937,4,3,27,2,1,no,no
18,critical,car,1056,3,3,30,2,1,no,yes
12,critical,car,3124,1,3,49,2,2,no,no
9,good,furniture,1388,4,2,26,1,1,no,no
36,good,renovations,2384,4,1,33,1,1,no,yes
12,good,car,2133,4,4,52,1,1,yes,no
18,good,furniture,2039,1,4,20,1,1,no,yes
9,critical,car,2799,2,2,36,2,2,no,no
12,good,furniture,1289,4,1,21,1,1,no,no
18,good,furniture,1217,4,3,47,1,1,yes,yes
12,critical,furniture,2246,3,3,60,2,1,no,yes
12,critical,furniture,385,4,3,58,4,1,yes,no
24,poor,car,1965,4,4,42,2,1,yes,no
21,good,business,1572,4,4,36,1,1,no,no
24,good,car,2718,3,4,20,1,1,yes,yes
24,very good,car,1358,4,3,40,1,1,yes,no
6,very good,car,931,1,1,32,1,1,no,yes
24,good,car,1442,4,4,23,2,1,no,no
24,perfect,business,4241,1,4,36,3,1,yes,yes
18,critical,car,2775,2,2,31,2,1,no,yes
24,poor,business,3863,1,2,32,1,1,no,no
7,good,furniture,2329,1,1,45,1,1,no,no
9,good,furniture,918,4,1,30,1,1,no,yes
24,very good,education,1837,4,4,34,1,1,no,no
36,good,furniture,3349,4,2,28,1,1,yes,yes
10,good,furniture,1275,4,2,23,1,1,no,no
24,very good,furniture,2828,4,4,22,1,1,yes,no
24,critical,business,4526,3,2,74,1,1,yes,no
36,good,furniture,2671,4,4,50,1,1,no,yes
18,good,furniture,2051,4,1,33,1,1,no,no
15,good,car,1300,4,4,45,1,2,no,no
12,good,furniture,741,4,3,22,1,1,no,yes
10,good,car,1240,1,4,48,1,2,no,no
21,good,furniture,3357,4,2,29,1,1,no,no
24,very good,car,3632,1,4,22,1,1,no,no
18,poor,furniture,1808,4,1,22,1,1,no,yes
48,perfect,business,12204,2,2,48,1,1,yes,no
60,poor,furniture,9157,2,2,27,1,1,no,no
6,critical,car,3676,1,3,37,3,2,no,no
30,good,furniture,3441,2,4,21,1,1,no,yes
12,good,car,640,4,2,49,1,1,no,no
21,critical,business,3652,2,3,27,2,1,no,no
18,critical,car,1530,3,2,32,2,1,no,yes
48,good,business,3914,4,2,38,1,1,no,yes
12,good,furniture,1858,4,1,22,1,1,no,no
18,good,furniture,2600,4,4,65,2,1,no,yes
15,good,furniture,1979,4,2,35,1,1,no,no
6,good,furniture,2116,2,2,41,1,1,yes,no
9,very good,car,1437,2,3,29,1,1,no,no
42,critical,furniture,4042,4,4,36,2,1,yes,no
9,good,education,3832,1,4,64,1,1,no,no
24,good,furniture,3660,2,4,28,1,1,no,no
18,very good,furniture,1553,4,3,44,1,1,no,yes
15,good,furniture,1444,4,1,23,1,1,no,no
9,good,furniture,1980,2,2,19,2,1,no,yes
24,good,car,1355,3,4,25,1,1,yes,yes
12,good,education,1393,4,4,47,3,2,yes,no
24,good,furniture,1376,4,1,28,1,1,no,no
60,poor,furniture,15653,2,4,21,2,1,yes,no
12,good,furniture,1493,4,3,34,1,2,no,no
42,poor,furniture,4370,3,2,26,2,2,yes,yes
18,good,education,750,4,1,27,1,1,no,yes
15,good,renovations,1308,4,4,38,2,1,no,no
15,good,education,4623,3,2,40,1,1,yes,yes
24,critical,furniture,1851,4,2,33,2,1,yes,no
18,critical,furniture,1880,4,1,32,2,1,yes,no
36,poor,business,7980,4,4,27,2,1,yes,yes
30,perfect,furniture,4583,2,2,32,2,1,no,no
12,good,car,1386,2,2,26,1,1,no,yes
24,good,car,947,4,3,38,1,2,no,no
12,good,education,684,4,4,40,1,2,no,yes
48,good,education,7476,4,1,50,1,1,yes,no
12,good,furniture,1922,4,2,37,1,1,no,yes
24,good,car,2303,4,1,45,1,1,no,no
36,poor,car,8086,2,4,42,4,1,yes,yes
24,critical,car,2346,4,3,35,2,1,yes,no
14,good,car,3973,1,4,22,1,1,no,no
12,good,car,888,4,4,41,1,2,no,no
48,good,furniture,10222,4,3,37,1,1,yes,no
30,perfect,business,4221,2,1,28,2,1,no,no
18,critical,furniture,6361,2,1,41,1,1,yes,no
12,good,furniture,1297,3,4,23,1,1,no,no
12,good,car,900,4,2,23,1,1,no,yes
21,good,furniture,2241,4,2,50,2,1,no,no
6,poor,furniture,1050,4,1,35,2,1,yes,no
6,critical,education,1047,2,4,50,1,1,no,no
24,critical,car,6314,4,2,27,2,1,yes,no
30,very good,furniture,3496,4,2,34,1,2,yes,no
48,very good,business,3609,1,1,27,1,1,no,no
12,critical,car,4843,3,4,43,2,1,yes,yes
30,critical,furniture,3017,4,4,47,1,1,no,no
24,critical,business,4139,3,3,27,2,1,yes,no
36,good,business,5742,2,2,31,2,1,yes,no
60,good,car,10366,2,4,42,1,1,yes,no
6,critical,car,2080,1,2,24,1,1,no,no
21,poor,business,2580,4,2,41,1,2,no,yes
30,critical,furniture,4530,4,4,26,1,1,yes,no
24,critical,furniture,5150,4,4,33,1,1,yes,no
72,good,furniture,5595,2,2,24,1,1,no,yes
24,good,furniture,2384,4,4,64,1,1,no,no
18,good,furniture,1453,3,1,26,1,1,no,no
6,good,education,1538,1,2,56,1,1,no,no
12,good,furniture,2279,4,4,37,1,1,yes,no
15,poor,furniture,1478,4,3,33,2,1,no,no
24,critical,furniture,5103,3,3,47,3,1,yes,no
36,poor,business,9857,1,3,31,2,2,yes,no
60,good,car,6527,4,4,34,1,2,yes,no
10,critical,furniture,1347,4,2,27,2,1,yes,no
36,poor,car,2862,4,3,30,1,1,no,no
9,good,furniture,2753,3,4,35,1,1,yes,no
12,good,car,3651,1,3,31,1,2,no,no
15,critical,furniture,975,2,3,25,2,1,no,no
15,good,renovations,2631,3,2,25,1,1,no,no
24,good,furniture,2896,2,1,29,1,1,no,no
6,critical,car,4716,1,3,44,2,2,no,no
24,good,furniture,2284,4,2,28,1,1,yes,no
6,good,car,1236,2,4,50,1,1,no,no
12,good,furniture,1103,4,3,29,2,1,no,no
12,critical,car,926,1,2,38,1,1,no,no
18,critical,furniture,1800,4,2,24,2,1,no,no
15,good,education,1905,4,4,40,1,1,yes,no
12,good,furniture,1123,4,4,29,1,1,no,yes
48,critical,car,6331,4,4,46,2,1,yes,yes
24,good,furniture,1377,4,2,47,1,1,yes,no
30,poor,business,2503,4,2,41,2,1,no,no
27,good,business,2528,4,1,32,1,2,yes,no
15,good,car,5324,1,4,35,1,1,no,no
48,good,car,6560,3,2,24,1,1,no,no
12,perfect,furniture,2969,4,3,25,2,1,no,yes
9,good,furniture,1206,4,4,25,1,1,no,no
9,good,furniture,2118,2,2,37,1,2,no,no
18,critical,furniture,629,4,3,32,2,1,yes,no
6,very good,education,1198,4,4,35,1,1,no,no
21,good,car,2476,4,4,46,1,1,yes,no
9,critical,furniture,1138,4,4,25,2,1,no,no
60,good,car,14027,4,2,27,1,1,yes,yes
30,critical,car,7596,1,4,63,2,1,no,no
30,critical,furniture,3077,3,2,40,2,2,yes,no
18,good,furniture,1505,4,2,32,1,1,yes,no
24,critical,furniture,3148,3,2,31,2,1,yes,no
20,perfect,car,6148,3,4,31,2,1,yes,no
9,perfect,furniture,1337,4,2,34,2,1,yes,yes
6,very good,education,433,4,2,24,1,2,no,yes
12,good,car,1228,4,2,24,1,1,no,yes
9,good,furniture,790,4,3,66,1,1,no,no
27,good,car,2570,3,3,21,1,1,no,yes
6,critical,car,250,2,2,41,2,1,no,no
15,critical,furniture,1316,2,2,47,2,1,no,no
18,good,furniture,1882,4,4,25,2,1,no,yes
48,very good,business,6416,4,3,59,1,1,no,no
24,critical,business,1275,2,4,36,2,1,yes,no
24,poor,furniture,6403,1,2,33,1,1,no,no
24,good,furniture,1987,2,4,21,1,2,no,yes
8,good,furniture,760,4,2,44,1,1,no,no
24,good,car,2603,2,4,28,1,1,yes,no
4,critical,car,3380,1,1,37,1,2,no,no
36,very good,furniture,3990,3,2,29,1,1,no,no
24,good,car,11560,1,4,23,2,1,no,yes
18,good,car,4380,3,4,35,1,2,yes,no
6,critical,car,6761,1,3,45,2,2,yes,no
30,perfect,business,4280,4,4,26,2,1,no,yes
24,very good,car,2325,2,3,32,1,1,no,no
10,very good,furniture,1048,4,4,23,1,1,no,no
21,good,furniture,3160,4,3,41,1,1,yes,no
24,very good,furniture,2483,4,4,22,1,1,yes,no
39,critical,furniture,14179,4,4,30,2,1,yes,no
13,critical,business,1797,3,1,28,2,1,no,no
15,good,car,2511,1,4,23,1,1,no,no
12,good,car,1274,3,1,37,1,1,no,yes
21,good,car,5248,1,3,26,1,1,no,no
15,good,car,3029,2,2,33,1,1,no,no
6,good,furniture,428,2,1,49,1,1,yes,no
18,good,car,976,1,2,23,1,1,no,yes
12,good,business,841,2,4,23,1,1,no,no
30,critical,furniture,5771,4,2,25,2,1,no,no
12,poor,renovations,1555,4,4,55,2,2,no,yes
24,good,car,1285,4,4,32,1,1,no,no
6,critical,car,1299,1,1,74,3,2,no,no
15,critical,furniture,1271,3,4,39,2,1,yes,yes
24,good,car,1393,2,2,31,1,1,yes,no
12,critical,car,691,4,3,35,2,1,no,yes
15,critical,car,5045,1,4,59,1,1,yes,no
18,critical,furniture,2124,4,4,24,2,1,no,yes
12,good,furniture,2214,4,3,24,1,1,no,no
21,critical,car,12680,4,4,30,1,1,yes,yes
24,critical,car,2463,4,3,27,2,1,yes,no
12,good,furniture,1155,3,3,40,2,1,no,no
30,good,furniture,3108,2,4,31,1,1,no,yes
10,good,car,2901,1,4,31,1,1,no,no
12,critical,furniture,3617,1,4,28,3,1,yes,no
12,critical,furniture,1655,2,4,63,2,1,yes,no
24,good,car,2812,2,4,26,1,1,no,no
36,critical,education,8065,3,2,25,2,1,yes,yes
21,critical,car,3275,1,4,36,1,1,yes,no
24,critical,furniture,2223,4,4,52,2,1,no,no
12,critical,car,1480,2,4,66,3,1,no,no
24,good,car,1371,4,4,25,1,1,no,yes
36,critical,car,3535,4,4,37,2,1,yes,no
18,good,furniture,3509,4,1,25,1,1,no,no
36,critical,car,5711,4,2,38,2,1,yes,no
18,good,renovations,3872,2,4,67,1,1,yes,no
39,critical,furniture,4933,2,2,25,2,1,no,yes
24,critical,car,1940,4,4,60,1,1,yes,no
12,perfect,education,1410,2,2,31,1,1,yes,no
12,good,car,836,4,2,23,1,1,no,yes
20,good,car,6468,1,4,60,1,1,yes,no
18,good,business,1941,4,2,35,1,1,yes,no
22,good,furniture,2675,3,4,40,1,1,no,no
48,critical,car,2751,4,3,38,2,2,yes,no
48,poor,education,6224,4,4,50,1,1,no,yes
40,critical,education,5998,4,3,27,1,1,yes,yes
21,good,business,1188,2,4,39,1,2,no,yes
24,good,car,6313,3,4,41,1,2,yes,no
6,critical,furniture,1221,1,2,27,2,1,no,no
24,good,furniture,2892,3,4,51,1,1,no,no
24,good,furniture,3062,4,3,32,1,1,yes,no
9,good,furniture,2301,2,4,22,1,1,no,no
18,good,car,7511,1,4,51,1,2,yes,no
12,critical,furniture,1258,2,4,22,2,1,no,no
24,poor,car,717,4,4,54,2,1,yes,no
9,good,car,1549,4,2,35,1,1,no,no
24,critical,education,1597,4,4,54,2,2,no,no
18,critical,furniture,1795,3,4,48,2,1,yes,no
20,critical,furniture,4272,1,4,24,2,1,no,no
12,critical,furniture,976,4,4,35,2,1,no,no
12,good,car,7472,1,2,24,1,1,no,no
36,good,car,9271,2,1,24,1,1,yes,yes
6,good,furniture,590,3,3,26,1,1,no,no
12,critical,furniture,930,4,4,65,4,1,no,no
42,very good,car,9283,1,2,55,1,1,yes,no
15,perfect,car,1778,2,1,26,2,1,no,yes
8,good,business,907,3,2,26,1,1,yes,no
6,good,furniture,484,3,3,28,1,1,no,no
36,critical,car,9629,4,4,24,2,1,yes,yes
48,good,furniture,3051,3,4,54,1,1,no,yes
48,good,car,3931,4,4,46,1,2,no,no
36,poor,car,7432,2,2,54,1,1,no,no
6,good,furniture,1338,1,4,62,1,1,no,no
6,critical,furniture,1554,1,2,24,2,1,yes,no
36,good,car,15857,2,3,43,1,1,no,no
18,good,furniture,1345,4,3,26,1,1,no,yes
12,good,car,1101,3,2,27,2,1,yes,no
12,good,furniture,3016,3,1,24,1,1,no,no
36,good,furniture,2712,2,2,41,1,2,no,yes
8,critical,car,731,4,4,47,2,1,no,no
18,critical,furniture,3780,3,2,35,2,1,yes,no
21,critical,car,1602,4,3,30,2,1,yes,no
18,critical,car,3966,1,4,33,3,1,yes,yes
18,perfect,business,4165,2,2,36,2,2,no,yes
36,good,car,8335,3,4,47,1,1,no,yes
48,poor,business,6681,4,4,38,1,2,yes,no
24,poor,business,2375,4,2,44,2,2,yes,no
18,good,car,1216,4,3,23,1,1,yes,yes
45,perfect,business,11816,2,4,29,2,1,no,yes
24,good,furniture,5084,2,4,42,1,1,yes,no
15,good,furniture,2327,2,3,25,1,1,no,yes
12,perfect,car,1082,4,4,48,2,1,no,yes
12,good,furniture,886,4,2,21,1,1,no,no
4,good,furniture,601,1,3,23,1,2,no,no
24,critical,car,2957,4,4,63,2,1,yes,no
24,critical,furniture,2611,4,3,46,2,1,no,no
36,good,furniture,5179,4,2,29,1,1,no,no
21,poor,car,2993,3,2,28,2,1,no,no
18,good,renovations,1943,4,4,23,1,1,no,yes
24,very good,business,1559,4,4,50,1,1,yes,no
18,good,furniture,3422,4,4,47,3,2,yes,no
21,good,furniture,3976,2,3,35,1,1,yes,no
18,good,car,6761,2,4,68,2,1,no,yes
24,good,car,1249,4,2,28,1,1,no,no
9,good,furniture,1364,3,4,59,1,1,no,no
12,good,furniture,709,4,4,57,1,1,no,no
20,critical,car,2235,4,2,33,2,1,no,yes
24,critical,car,4042,3,4,43,2,1,yes,no
15,critical,furniture,1471,4,4,35,2,1,yes,no
18,very good,car,1442,4,4,32,2,2,no,no
36,poor,car,10875,2,2,45,2,2,yes,no
24,good,car,1474,4,3,33,1,1,yes,no
10,good,education,894,4,3,40,1,1,yes,no
15,critical,furniture,3343,4,2,28,1,1,yes,no
15,good,car,3959,3,2,29,1,1,yes,yes
9,good,car,3577,1,2,26,1,2,no,no
24,critical,car,5804,4,2,27,2,1,no,no
18,poor,business,2169,4,2,28,1,1,yes,yes
24,good,furniture,2439,4,4,35,1,1,yes,yes
27,critical,furniture,4526,4,2,32,2,2,yes,no
10,good,furniture,2210,2,2,25,1,1,no,yes
15,good,furniture,2221,2,4,20,1,1,no,no
18,good,furniture,2389,4,1,27,1,1,no,no
12,critical,furniture,3331,2,4,42,1,1,no,no
36,good,business,7409,3,2,37,2,1,no,no
12,good,furniture,652,4,4,24,1,1,no,no
36,poor,furniture,7678,2,4,40,2,1,yes,no
6,critical,car,1343,1,4,46,2,2,no,no
24,critical,business,1382,4,1,26,2,1,yes,no
15,good,furniture,874,4,1,24,1,1,no,no
12,good,furniture,3590,2,2,29,1,2,no,no
11,critical,car,1322,4,4,40,2,1,no,no
18,very good,furniture,1940,3,4,36,1,1,yes,no
36,good,furniture,3595,4,2,28,1,1,no,no
9,good,car,1422,3,2,27,1,1,yes,yes
30,critical,furniture,6742,2,3,36,2,1,no,no
24,good,car,7814,3,3,38,1,1,yes,no
24,good,car,9277,2,4,48,1,1,yes,no
30,critical,car,2181,4,4,36,2,1,no,no
18,critical,furniture,1098,4,4,65,2,1,no,no
24,good,furniture,4057,3,3,43,1,1,yes,no
12,good,education,795,4,4,53,1,1,no,yes
24,critical,business,2825,4,3,34,2,2,yes,no
48,good,business,15672,2,2,23,1,1,yes,yes
36,critical,car,6614,4,4,34,2,1,yes,no
28,very good,car,7824,3,4,40,2,2,yes,no
27,critical,business,2442,4,4,43,4,2,yes,no
15,critical,furniture,1829,4,4,46,2,1,yes,no
12,critical,car,2171,4,4,38,2,1,no,no
36,critical,car,5800,3,4,34,2,1,yes,no
18,critical,furniture,1169,4,3,29,2,1,yes,no
36,poor,car,8947,3,2,31,1,2,yes,no
21,good,furniture,2606,4,4,28,1,1,yes,no
12,critical,furniture,1592,3,2,35,1,1,no,no
15,good,furniture,2186,1,4,33,1,1,no,no
18,good,furniture,4153,2,3,42,1,1,no,yes
16,critical,car,2625,2,4,43,1,1,yes,yes
20,critical,car,3485,2,4,44,2,1,yes,no
36,critical,car,10477,2,4,42,2,1,no,no
15,good,furniture,1386,4,2,40,1,1,yes,no
24,good,furniture,1278,4,1,36,1,1,yes,no
12,good,furniture,1107,2,2,20,1,2,yes,no
21,good,car,3763,2,2,24,1,1,no,no
36,good,education,3711,2,2,27,1,1,no,no
15,poor,car,3594,1,2,46,2,1,no,no
9,good,car,3195,1,2,33,1,1,no,no
36,poor,furniture,4454,4,4,34,2,1,no,no
24,critical,furniture,4736,2,4,25,1,1,no,yes
30,good,furniture,2991,2,4,25,1,1,no,no
11,good,business,2142,1,2,28,1,1,yes,no
24,very good,business,3161,4,2,31,1,1,yes,yes
48,perfect,car,18424,1,2,32,1,1,yes,yes
10,good,car,2848,1,2,32,1,2,no,no
6,good,car,14896,1,4,68,1,1,yes,yes
24,good,furniture,2359,1,1,33,1,1,no,yes
24,good,furniture,3345,4,2,39,1,1,yes,no
18,critical,furniture,1817,4,2,28,2,1,no,no
48,poor,furniture,12749,4,1,37,1,1,yes,no
9,good,furniture,1366,3,4,22,1,1,no,yes
12,good,car,2002,3,4,30,1,2,yes,no
24,very good,furniture,6872,2,1,55,1,1,yes,yes
12,very good,car,697,4,2,46,2,1,yes,yes
18,critical,furniture,1049,4,4,21,1,1,no,no
48,good,car,10297,4,4,39,3,2,yes,yes
30,good,furniture,1867,4,4,58,1,1,yes,no
12,poor,car,1344,4,2,43,2,2,no,no
24,good,furniture,1747,4,1,24,1,1,no,no
9,good,furniture,1670,4,2,22,1,1,yes,yes
9,critical,car,1224,3,1,30,2,1,no,no
12,critical,furniture,522,4,4,42,2,2,yes,no
12,good,furniture,1498,4,1,23,1,1,no,no
30,poor,furniture,1919,4,3,30,2,1,no,yes
9,good,furniture,745,3,2,28,1,1,no,yes
6,good,furniture,2063,4,3,30,1,1,yes,no
60,good,education,6288,4,4,42,1,1,no,yes
24,critical,car,6842,2,4,46,2,2,yes,no
12,good,car,3527,2,3,45,1,2,yes,no
10,good,car,1546,3,2,31,1,2,no,no
24,good,furniture,929,4,2,31,1,1,yes,no
4,critical,car,1455,2,1,42,3,2,no,no
15,good,furniture,1845,4,1,46,1,1,no,no
48,perfect,car,8358,1,1,30,2,1,no,no
24,very good,furniture,3349,4,4,30,1,2,yes,yes
12,good,car,2859,4,4,38,1,1,yes,no
18,good,furniture,1533,4,1,43,1,2,no,yes
24,good,furniture,3621,2,4,31,2,1,no,no
18,critical,business,3590,3,3,40,3,2,yes,no
36,poor,business,2145,2,1,24,2,1,yes,yes
24,good,car,4113,3,4,28,1,1,no,yes
36,good,furniture,10974,4,2,26,2,1,yes,yes
12,good,car,1893,4,4,29,1,1,yes,no
24,critical,furniture,1231,4,4,57,2,1,yes,no
30,critical,furniture,3656,4,4,49,2,1,no,no
9,critical,furniture,1154,2,4,37,3,1,no,no
28,good,car,4006,3,2,45,1,1,no,yes
24,good,furniture,3069,4,4,30,1,1,no,no
6,critical,furniture,1740,2,2,30,2,1,no,no
21,poor,car,2353,1,4,47,2,1,no,no
15,good,car,3556,3,2,29,1,1,no,no
24,good,furniture,2397,3,2,35,2,1,yes,no
6,good,renovations,454,3,1,22,1,1,no,no
30,good,furniture,1715,4,1,26,1,1,no,no
27,critical,furniture,2520,4,2,23,2,1,no,yes
15,good,furniture,3568,4,2,54,1,1,yes,no
42,good,furniture,7166,2,4,29,1,1,yes,no
11,critical,car,3939,1,2,40,2,2,no,no
15,good,renovations,1514,4,2,22,1,1,no,no
24,good,car,7393,1,4,43,1,2,no,no
24,very good,car,1193,1,4,29,2,1,no,yes
60,good,business,7297,4,4,36,1,1,no,yes
30,critical,furniture,2831,4,2,33,1,1,yes,no
24,good,furniture,1258,3,3,57,1,1,no,no
6,good,furniture,753,2,3,64,1,1,no,no
18,poor,business,2427,4,2,42,2,1,no,no
24,poor,car,2538,4,4,47,2,2,no,yes
15,very good,car,1264,2,2,25,1,1,no,yes
30,critical,furniture,8386,2,2,49,1,1,no,yes
48,good,business,4844,3,2,33,1,1,yes,yes
21,good,car,2923,1,1,28,1,1,yes,no
36,good,car,8229,2,2,26,1,2,no,yes
24,critical,furniture,2028,2,2,30,2,1,no,no
15,critical,furniture,1433,4,3,25,2,1,no,no
42,perfect,business,6289,2,1,33,2,1,no,no
13,good,furniture,1409,2,4,64,1,1,no,no
24,good,car,6579,4,2,29,1,1,yes,no
24,critical,furniture,1743,4,2,48,2,1,no,no
12,critical,education,3565,2,1,37,2,2,no,no
15,very good,furniture,1569,4,4,34,1,2,no,no
18,good,furniture,1936,2,4,23,2,1,no,no
36,good,furniture,3959,4,3,30,1,1,yes,no
12,good,car,2390,4,3,50,1,1,yes,no
12,good,furniture,1736,3,4,31,1,1,no,no
30,good,car,3857,4,4,40,1,1,yes,no
12,good,furniture,804,4,4,38,1,1,no,no
45,good,furniture,1845,4,4,23,1,1,yes,yes
45,critical,car,4576,3,4,27,1,1,no,no
